Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category,Year,Revenue,Running Total
2016-06-19,CA-2016-144302,"GBC White Gloss Covers, Plain Front",Office Supplies,Dallas,United States,Maria Etezadi,0.8,75081.0,GBC,-10.0,-1.65,2.0,Central,6.0,Home Office,2016-06-23,Standard Class,Texas,Binders,2016,12.0,464806.0
2016-09-05,CA-2016-162621,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Houston,United States,Cathy Armstrong,0.8,77036.0,Acco,-8.0,-1.75,3.0,Central,4.0,Home Office,2016-09-11,Standard Class,Texas,Binders,2016,12.0,464818.0
2016-10-24,CA-2016-156608,Avery Non-Stick Binders,Office Supplies,San Antonio,United States,Michelle Tran,0.8,78207.0,Avery,-6.0,-1.75,4.0,Central,4.0,Home Office,2016-10-29,Standard Class,Texas,Binders,2016,16.0,464834.0
2016-09-05,CA-2016-162621,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Houston,United States,Cathy Armstrong,0.8,77036.0,Acco,-25.0,-1.55,5.0,Central,16.0,Home Office,2016-09-11,Standard Class,Texas,Binders,2016,80.0,464914.0
2016-10-18,CA-2016-105613,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Mcallen,United States,Kristina Nunn,0.8,78501.0,Tripp Lite,-187.0,-2.55,6.0,Central,73.0,Home Office,2016-10-22,Standard Class,Texas,Appliances,2016,438.0,465352.0
2016-10-15,US-2016-118766,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Dallas,United States,Lindsay Shagiari,0.8,75217.0,Avery,-7.0,-1.75,10.0,Central,4.0,Home Office,2016-10-22,Standard Class,Texas,Binders,2016,40.0,465392.0
2016-09-24,US-2016-164308,AT&T 1080 Phone,Technology,Broken Arrow,United States,Steve Carroll,0.0,74012.0,AT&T,214.0,0.26,6.0,Central,822.0,Home Office,2016-09-27,First Class,Oklahoma,Phones,2016,4932.0,470324.0
2016-12-20,CA-2016-137071,Hypercom P1300 Pinpad,Technology,Houston,United States,Emily Ducich,0.2,77036.0,Other,21.0,0.21,2.0,Central,101.0,Home Office,2016-12-21,First Class,Texas,Accessories,2016,202.0,470526.0
2016-12-06,CA-2016-156104,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Indianapolis,United States,Nora Pelletier,0.0,46203.0,Hewlett-Packard,450.0,0.45,2.0,Central,1000.0,Home Office,2016-12-08,Second Class,Indiana,Copiers,2016,2000.0,472526.0
2016-10-30,CA-2016-123673,Panasonic KX T7736-B Digital phone,Technology,Detroit,United States,Cathy Hwang,0.0,48227.0,Panasonic,75.0,0.25,2.0,Central,300.0,Home Office,2016-11-01,Second Class,Michigan,Phones,2016,600.0,473126.0
2016-11-16,CA-2016-135685,Logitech diNovo Edge Keyboard,Technology,Milwaukee,United States,Mike Pelletier,0.0,53209.0,Logitech,230.0,0.23,4.0,Central,1000.0,Home Office,2016-11-18,Second Class,Wisconsin,Accessories,2016,4000.0,477126.0
2016-05-13,CA-2016-145835,Toshiba IPT2010-SD IPÂ Telephone,Technology,Chicago,United States,Ben Ferrer,0.2,60623.0,Other,17.0,0.08,2.0,Central,222.0,Home Office,2016-05-18,Second Class,Illinois,Phones,2016,444.0,477570.0
2016-12-08,CA-2016-103205,Nokia Lumia 521 (T-Mobile),Technology,Houston,United States,Joel Jenkins,0.2,77036.0,Nokia,12.0,0.1,5.0,Central,120.0,Home Office,2016-12-10,Second Class,Texas,Phones,2016,600.0,478170.0
2016-12-08,CA-2016-135622,Wilson Electronics DB Pro Signal Booster,Technology,Fort Worth,United States,Tonja Turnell,0.2,76106.0,Other,150.0,0.09,6.0,Central,1718.0,Home Office,2016-12-11,Second Class,Texas,Phones,2016,10308.0,488478.0
2016-12-21,CA-2016-154284,Enermax Acrylux Wireless Keyboard,Technology,Saint Charles,United States,Sam Zeldin,0.2,60174.0,Enermax,135.0,0.21,8.0,Central,637.0,Home Office,2016-12-26,Second Class,Illinois,Accessories,2016,5096.0,493574.0
2016-12-21,CA-2016-154284,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Saint Charles,United States,Sam Zeldin,0.3,60174.0,Other,137.0,0.23,2.0,Central,601.0,Home Office,2016-12-26,Second Class,Illinois,Machines,2016,1202.0,494776.0
2016-11-10,CA-2016-121783,Sharp 1540cs Digital Laser Copier,Technology,Roseville,United States,Philisse Overcash,0.0,55113.0,Sharp,275.0,0.5,1.0,Central,550.0,Home Office,2016-11-14,Standard Class,Minnesota,Copiers,2016,550.0,495326.0
2016-08-29,CA-2016-108532,Samsung Rugby III,Technology,Detroit,United States,Chad Cunningham,0.0,48234.0,Samsung,36.0,0.27,2.0,Central,132.0,Home Office,2016-09-02,Standard Class,Michigan,Phones,2016,264.0,495590.0
2016-06-29,US-2016-100069,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Omaha,United States,Neil FranzÃ¶sisch,0.0,68104.0,Cisco,73.0,0.27,2.0,Central,270.0,Home Office,2016-07-03,Standard Class,Nebraska,Phones,2016,540.0,496130.0
2016-08-29,CA-2016-108532,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Detroit,United States,Chad Cunningham,0.0,48234.0,Logitech,11.0,0.1,7.0,Central,115.0,Home Office,2016-09-02,Standard Class,Michigan,Accessories,2016,805.0,496935.0
2016-12-19,CA-2016-109113,Maxell 4.7GB DVD+RW 3/Pack,Technology,Chicago,United States,Eileen Kiefer,0.2,60610.0,Maxell,5.0,0.19,2.0,Central,25.0,Home Office,2016-12-23,Standard Class,Illinois,Accessories,2016,50.0,496985.0
2016-10-18,CA-2016-105613,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Mcallen,United States,Kristina Nunn,0.2,78501.0,Verbatim,3.0,0.13,3.0,Central,28.0,Home Office,2016-10-22,Standard Class,Texas,Accessories,2016,84.0,497069.0
2016-11-22,US-2016-165449,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Frisco,United States,Anne Pryor,0.2,75034.0,SanDisk,-1.0,-0.05,4.0,Central,27.0,Home Office,2016-11-26,Standard Class,Texas,Accessories,2016,108.0,497177.0
2017-12-09,CA-2017-137330,Newell 318,Office Supplies,Fremont,United States,Ken Black,0.0,68025.0,Newell,5.0,0.26,7.0,Central,19.0,Corporate,2017-12-13,Standard Class,Nebraska,Art,2017,133.0,133.0
2017-12-09,CA-2017-137330,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Fremont,United States,Ken Black,0.0,68025.0,Acco,16.0,0.26,7.0,Central,60.0,Corporate,2017-12-13,Standard Class,Nebraska,Appliances,2017,420.0,553.0
2017-12-08,CA-2017-117590,GE 30524EE4,Technology,Richardson,United States,Gene Hale,0.2,75080.0,GE,123.0,0.11,7.0,Central,1098.0,Corporate,2017-12-10,First Class,Texas,Phones,2017,7686.0,8239.0
2017-12-08,CA-2017-117590,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Richardson,United States,Gene Hale,0.6,75080.0,Electrix,-148.0,-0.78,5.0,Central,191.0,Corporate,2017-12-10,First Class,Texas,Furnishings,2017,955.0,9194.0
2017-03-11,CA-2017-118255,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Eagan,United States,Odella Nelson,0.0,55122.0,Verbatim,20.0,0.43,2.0,Central,46.0,Corporate,2017-03-13,First Class,Minnesota,Accessories,2017,92.0,9286.0
2017-03-11,CA-2017-118255,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Eagan,United States,Odella Nelson,0.0,55122.0,Wilson Jones,8.0,0.47,2.0,Central,17.0,Corporate,2017-03-13,First Class,Minnesota,Binders,2017,34.0,9320.0
2017-04-05,CA-2017-159695,Eldon Portable Mobile Manager,Office Supplies,Houston,United States,Gary Mitchum,0.2,77095.0,Eldon,14.0,0.09,7.0,Central,158.0,Home Office,2017-04-10,Second Class,Texas,Storage,2017,1106.0,10426.0
2017-09-06,CA-2017-149223,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Saint Paul,United States,Elpida Rittenbach,0.0,55106.0,Fellowes,23.0,0.29,6.0,Central,78.0,Corporate,2017-09-11,Standard Class,Minnesota,Appliances,2017,468.0,10894.0
2017-08-29,CA-2017-158568,Avery Personal Creations Heavyweight Cards,Office Supplies,Chicago,United States,Rick Bensley,0.2,60610.0,Avery,23.0,0.35,7.0,Central,65.0,Home Office,2017-09-02,Standard Class,Illinois,Paper,2017,455.0,11349.0
2017-08-29,CA-2017-158568,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Chicago,United States,Rick Bensley,0.2,60610.0,SanDisk,-11.0,-0.11,3.0,Central,96.0,Home Office,2017-09-02,Standard Class,Illinois,Accessories,2017,288.0,11637.0
2017-08-29,CA-2017-158568,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Chicago,United States,Rick Bensley,0.8,60610.0,Avery,-3.0,-1.7,3.0,Central,2.0,Home Office,2017-09-02,Standard Class,Illinois,Binders,2017,6.0,11643.0
2017-12-01,CA-2017-129903,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Rochester,United States,Gary Zandusky,0.0,55901.0,Universal,12.0,0.49,4.0,Central,24.0,Consumer,2017-12-04,Second Class,Minnesota,Paper,2017,96.0,11739.0
2017-11-03,CA-2017-128867,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Urbandale,United States,Clay Ludtke,0.0,50322.0,Hunt,23.0,0.3,2.0,Central,76.0,Consumer,2017-11-10,Standard Class,Iowa,Art,2017,152.0,11891.0
2017-11-03,CA-2017-128867,"Avery Durable Plastic 1"" Binders",Office Supplies,Urbandale,United States,Clay Ludtke,0.0,50322.0,Avery,13.0,0.49,6.0,Central,27.0,Consumer,2017-11-10,Standard Class,Iowa,Binders,2017,162.0,12053.0
2017-12-05,CA-2017-114489,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,Technology,Franklin,United States,Justin Ellison,0.0,53132.0,Plantronics,104.0,0.27,11.0,Central,384.0,Corporate,2017-12-09,Standard Class,Wisconsin,Phones,2017,4224.0,16277.0
2017-12-05,CA-2017-114489,Anker Astro 15000mAh USB Portable Charger,Technology,Franklin,United States,Justin Ellison,0.0,53132.0,Anker,6.0,0.04,3.0,Central,150.0,Corporate,2017-12-09,Standard Class,Wisconsin,Phones,2017,450.0,16727.0
2017-12-05,CA-2017-114489,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Franklin,United States,Justin Ellison,0.0,53132.0,Hon,586.0,0.3,8.0,Central,1952.0,Corporate,2017-12-09,Standard Class,Wisconsin,Chairs,2017,15616.0,32343.0
2017-12-05,CA-2017-114489,GBC Prestige Therm-A-Bind Covers,Office Supplies,Franklin,United States,Justin Ellison,0.0,53132.0,GBC,81.0,0.47,5.0,Central,172.0,Corporate,2017-12-09,Standard Class,Wisconsin,Binders,2017,860.0,33203.0
2017-11-20,CA-2017-114104,Avery 519,Office Supplies,Edmond,United States,Nora Paige,0.0,73034.0,Avery,7.0,0.47,2.0,Central,15.0,Consumer,2017-11-24,Standard Class,Oklahoma,Labels,2017,30.0,33233.0
2017-11-20,CA-2017-114104,Avaya 5420 Digital phone,Technology,Edmond,United States,Nora Paige,0.0,73034.0,Avaya,236.0,0.25,7.0,Central,945.0,Consumer,2017-11-24,Standard Class,Oklahoma,Phones,2017,6615.0,39848.0
2017-07-16,CA-2017-157000,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Grand Prairie,United States,Alice McCarthy,0.2,75051.0,Other,4.0,0.1,3.0,Central,37.0,Corporate,2017-07-22,Standard Class,Texas,Storage,2017,111.0,39959.0
2017-07-16,CA-2017-157000,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Grand Prairie,United States,Alice McCarthy,0.2,75051.0,Southworth,6.0,0.31,3.0,Central,20.0,Corporate,2017-07-22,Standard Class,Texas,Paper,2017,60.0,40019.0
2017-06-04,CA-2017-157749,Xerox 1957,Office Supplies,Chicago,United States,Ken Lonsdale,0.2,60610.0,Xerox,9.0,0.36,5.0,Central,26.0,Consumer,2017-06-09,Second Class,Illinois,Paper,2017,130.0,40149.0
2017-06-04,CA-2017-157749,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Chicago,United States,Ken Lonsdale,0.6,60610.0,Luxo,-357.0,-0.85,5.0,Central,420.0,Consumer,2017-06-09,Second Class,Illinois,Furnishings,2017,2100.0,42249.0
2017-06-04,CA-2017-157749,Staple-based wall hangings,Furniture,Chicago,United States,Ken Lonsdale,0.6,60610.0,Staple-based wall hangings,-5.0,-0.4,3.0,Central,12.0,Consumer,2017-06-09,Second Class,Illinois,Furnishings,2017,36.0,42285.0
2017-06-04,CA-2017-157749,PureGear Roll-On Screen Protector,Technology,Chicago,United States,Ken Lonsdale,0.2,60610.0,Other,11.0,0.35,2.0,Central,32.0,Consumer,2017-06-09,Second Class,Illinois,Phones,2017,64.0,42349.0
2017-06-04,CA-2017-157749,KI Conference Tables,Furniture,Chicago,United States,Ken Lonsdale,0.5,60610.0,KI,-121.0,-0.68,5.0,Central,177.0,Consumer,2017-06-09,Second Class,Illinois,Tables,2017,885.0,43234.0
2017-06-04,CA-2017-157749,Eldon 100 Class Desk Accessories,Furniture,Chicago,United States,Ken Lonsdale,0.6,60610.0,Eldon,-3.0,-0.7,3.0,Central,4.0,Consumer,2017-06-09,Second Class,Illinois,Furnishings,2017,12.0,43246.0
2017-06-04,CA-2017-157749,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Chicago,United States,Ken Lonsdale,0.2,60610.0,Binney & Smith,1.0,0.16,2.0,Central,7.0,Consumer,2017-06-09,Second Class,Illinois,Art,2017,14.0,43260.0
2017-06-06,CA-2017-125318,Cisco Small Business SPA 502G VoIP phone,Technology,Chicago,United States,Roy Collins,0.2,60610.0,Cisco,29.0,0.09,4.0,Central,328.0,Consumer,2017-06-13,Standard Class,Illinois,Phones,2017,1312.0,44572.0
2017-09-28,US-2017-134656,Xerox 1960,Office Supplies,Quincy,United States,Muhammed MacIntyre,0.2,62301.0,Xerox,31.0,0.31,4.0,Central,99.0,Corporate,2017-10-01,First Class,Illinois,Paper,2017,396.0,44968.0
2017-09-08,CA-2017-108987,Super Decoflex Portable Personal File,Office Supplies,Houston,United States,Anna Gayman,0.2,77036.0,Other,4.0,0.1,3.0,Central,36.0,Consumer,2017-09-10,Second Class,Texas,Storage,2017,108.0,45076.0
2017-09-08,CA-2017-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Houston,United States,Anna Gayman,0.32,77036.0,Riverside,-317.0,-0.13,4.0,Central,2396.0,Consumer,2017-09-10,Second Class,Texas,Bookcases,2017,9584.0,54660.0
2017-09-08,CA-2017-108987,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Houston,United States,Anna Gayman,0.2,77036.0,Other,-33.0,-0.25,4.0,Central,131.0,Consumer,2017-09-10,Second Class,Texas,Storage,2017,524.0,55184.0
2017-09-08,CA-2017-108987,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Houston,United States,Anna Gayman,0.2,77036.0,Sony,1.0,0.01,2.0,Central,58.0,Consumer,2017-09-10,Second Class,Texas,Accessories,2017,116.0,55300.0
2017-06-12,CA-2017-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Chicago,United States,Philisse Overcash,0.3,60623.0,Canon,43.0,0.04,3.0,Central,1008.0,Home Office,2017-06-14,Second Class,Illinois,Machines,2017,3024.0,58324.0
2017-06-12,CA-2017-147375,Xerox 1908,Office Supplies,Chicago,United States,Philisse Overcash,0.2,60623.0,Xerox,114.0,0.36,7.0,Central,313.0,Home Office,2017-06-14,Second Class,Illinois,Paper,2017,2191.0,60515.0
2017-09-05,CA-2017-115756,Aluminum Document Frame,Furniture,Detroit,United States,Pete Kriz,0.0,48227.0,Other,4.0,0.3,1.0,Central,12.0,Consumer,2017-09-07,Second Class,Michigan,Furnishings,2017,12.0,60527.0
2017-09-05,CA-2017-115756,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Detroit,United States,Pete Kriz,0.0,48227.0,Fellowes,23.0,0.12,3.0,Central,195.0,Consumer,2017-09-07,Second Class,Michigan,Storage,2017,585.0,61112.0
2017-09-05,CA-2017-115756,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Detroit,United States,Pete Kriz,0.0,48227.0,Eldon,21.0,0.29,3.0,Central,71.0,Consumer,2017-09-07,Second Class,Michigan,Storage,2017,213.0,61325.0
2017-09-05,CA-2017-115756,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Detroit,United States,Pete Kriz,0.0,48227.0,Xerox,42.0,0.46,4.0,Central,91.0,Consumer,2017-09-07,Second Class,Michigan,Paper,2017,364.0,61689.0
2017-09-05,CA-2017-115756,Office Star - Ergonomically Designed Knee Chair,Furniture,Detroit,United States,Pete Kriz,0.0,48227.0,Office Star,29.0,0.12,3.0,Central,243.0,Consumer,2017-09-07,Second Class,Michigan,Chairs,2017,729.0,62418.0
2017-09-05,CA-2017-115756,Avery 520,Office Supplies,Detroit,United States,Pete Kriz,0.0,48227.0,Avery,11.0,0.48,7.0,Central,22.0,Consumer,2017-09-07,Second Class,Michigan,Labels,2017,154.0,62572.0
2017-12-13,CA-2017-100153,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Norman,United States,Ken Heidel,0.0,73071.0,Memorex,25.0,0.39,4.0,Central,64.0,Corporate,2017-12-17,Standard Class,Oklahoma,Accessories,2017,256.0,62828.0
2017-09-26,US-2017-157945,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Decatur,United States,Natalie Fritzler,0.3,62521.0,Hon,-96.0,-0.13,3.0,Central,748.0,Consumer,2017-10-01,Standard Class,Illinois,Chairs,2017,2244.0,65072.0
2017-09-26,US-2017-157945,Staple envelope,Office Supplies,Decatur,United States,Natalie Fritzler,0.2,62521.0,Staple envelope,3.0,0.38,2.0,Central,9.0,Consumer,2017-10-01,Standard Class,Illinois,Envelopes,2017,18.0,65090.0
2017-12-16,US-2017-100419,Cardinal Hold-It CD Pocket,Office Supplies,Chicago,United States,Craig Carreira,0.8,60610.0,Cardinal,-8.0,-1.65,3.0,Central,5.0,Consumer,2017-12-20,Second Class,Illinois,Binders,2017,15.0,65105.0
2017-04-28,CA-2017-161816,Nortel Meridian M3904 Professional Digital phone,Technology,Dallas,United States,Nona Balk,0.2,75217.0,Nortel,42.0,0.11,3.0,Central,370.0,Corporate,2017-05-01,First Class,Texas,Phones,2017,1110.0,66215.0
2017-04-28,CA-2017-161816,Avery 493,Office Supplies,Dallas,United States,Nona Balk,0.2,75217.0,Avery,6.0,0.36,4.0,Central,16.0,Corporate,2017-05-01,First Class,Texas,Labels,2017,64.0,66279.0
2017-12-18,CA-2017-147067,Eldon 200 Class Desk Accessories,Furniture,Minneapolis,United States,Justin Deggeller,0.0,55407.0,Eldon,6.0,0.32,3.0,Central,19.0,Corporate,2017-12-22,Standard Class,Minnesota,Furnishings,2017,57.0,66336.0
2017-09-19,US-2017-156097,Global Troy Executive Leather Low-Back Tilter,Furniture,Aurora,United States,Eugene Hildebrand,0.3,60505.0,Global,-50.0,-0.07,2.0,Central,701.0,Home Office,2017-09-19,Same Day,Illinois,Chairs,2017,1402.0,67738.0
2017-09-19,US-2017-156097,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Aurora,United States,Eugene Hildebrand,0.8,60505.0,Avery,-3.0,-1.5,2.0,Central,2.0,Home Office,2017-09-19,Same Day,Illinois,Binders,2017,4.0,67742.0
2017-12-15,CA-2017-142335,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Detroit,United States,Michael Paige,0.0,48205.0,Chromcraft,231.0,0.14,3.0,Central,1653.0,Corporate,2017-12-19,Standard Class,Michigan,Tables,2017,4959.0,72701.0
2017-12-15,CA-2017-142335,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Detroit,United States,Michael Paige,0.0,48205.0,Other,80.0,0.27,3.0,Central,296.0,Corporate,2017-12-19,Standard Class,Michigan,Storage,2017,888.0,73589.0
2017-08-27,US-2017-146710,Martin-Yale Premier Letter Opener,Office Supplies,Dallas,United States,Sung Shariari,0.2,75220.0,Martin-Yale,-11.0,-0.21,5.0,Central,52.0,Consumer,2017-09-01,Standard Class,Texas,Supplies,2017,260.0,73849.0
2017-08-27,US-2017-146710,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Dallas,United States,Sung Shariari,0.2,75220.0,Ampad,1.0,0.33,1.0,Central,4.0,Consumer,2017-09-01,Standard Class,Texas,Paper,2017,4.0,73853.0
2017-08-27,US-2017-146710,Xerox 196,Office Supplies,Dallas,United States,Sung Shariari,0.2,75220.0,Xerox,2.0,0.36,1.0,Central,5.0,Consumer,2017-09-01,Standard Class,Texas,Paper,2017,5.0,73858.0
2017-08-27,US-2017-146710,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Dallas,United States,Sung Shariari,0.2,75220.0,Fiskars,6.0,0.11,4.0,Central,55.0,Consumer,2017-09-01,Standard Class,Texas,Supplies,2017,220.0,74078.0
2017-03-20,CA-2017-150889,Belkin iPhone and iPad Lightning Cable,Technology,Evanston,United States,Peter BÃ¼hler,0.2,60201.0,Belkin,1.0,0.07,1.0,Central,12.0,Consumer,2017-03-22,Second Class,Illinois,Phones,2017,12.0,74090.0
2017-03-07,US-2017-137547,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Fort Worth,United States,Ed Braxton,0.2,76106.0,Belkin,2.0,0.08,3.0,Central,21.0,Corporate,2017-03-12,Standard Class,Texas,Phones,2017,63.0,74153.0
2017-10-22,CA-2017-165148,Eldon 200 Class Desk Accessories,Furniture,Detroit,United States,Peter McVee,0.0,48227.0,Eldon,10.0,0.32,5.0,Central,31.0,Home Office,2017-10-24,First Class,Michigan,Furnishings,2017,155.0,74308.0
2017-10-03,CA-2017-140634,Staple envelope,Office Supplies,Houston,United States,Hunter Lopez,0.2,77095.0,Staple envelope,5.0,0.33,2.0,Central,16.0,Consumer,2017-10-06,Second Class,Texas,Envelopes,2017,32.0,74340.0
2017-03-05,CA-2017-165218,Cameo Buff Policy Envelopes,Office Supplies,Dallas,United States,Rob Williams,0.2,75220.0,Other,50.0,0.34,3.0,Central,149.0,Corporate,2017-03-11,Standard Class,Texas,Envelopes,2017,447.0,74787.0
2017-03-05,CA-2017-165218,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Dallas,United States,Rob Williams,0.2,75220.0,Acco,-1.0,-0.06,1.0,Central,13.0,Corporate,2017-03-11,Standard Class,Texas,Storage,2017,13.0,74800.0
2017-11-10,CA-2017-140935,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Oklahoma City,United States,Aaron Bergman,0.0,73120.0,Sauder,55.0,0.16,2.0,Central,342.0,Consumer,2017-11-12,First Class,Oklahoma,Bookcases,2017,684.0,75484.0
2017-10-01,CA-2017-155992,Westinghouse Clip-On Gooseneck Lamps,Furniture,La Porte,United States,Chris Cortes,0.0,46350.0,Westinghouse,11.0,0.26,5.0,Central,42.0,Consumer,2017-10-02,First Class,Indiana,Furnishings,2017,210.0,75694.0
2017-10-29,CA-2017-146682,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Lansing,United States,Katrina Willman,0.0,48911.0,Electrix,32.0,0.48,5.0,Central,67.0,Consumer,2017-10-31,First Class,Michigan,Furnishings,2017,335.0,76029.0
2017-08-28,CA-2017-145303,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Dallas,United States,Tom Prescott,0.32,75081.0,Sauder,-53.0,-0.34,2.0,Central,156.0,Consumer,2017-08-31,First Class,Texas,Bookcases,2017,312.0,76341.0
2017-03-14,CA-2017-162082,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Harlingen,United States,John Stevenson,0.32,78550.0,SAFCO,-14.0,-0.06,5.0,Central,241.0,Consumer,2017-03-17,First Class,Texas,Bookcases,2017,1205.0,77546.0
2017-05-17,US-2017-117037,Flat Face Poster Frame,Furniture,Chicago,United States,Luke Weiss,0.6,60653.0,Other,-10.0,-0.45,3.0,Central,23.0,Consumer,2017-05-20,First Class,Illinois,Furnishings,2017,69.0,77615.0
2017-10-10,CA-2017-126627,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,La Porte,United States,William Brown,0.6,77571.0,Eldon,-6.0,-0.45,4.0,Central,14.0,Consumer,2017-10-12,First Class,Texas,Furnishings,2017,56.0,77671.0
2017-12-10,US-2017-143448,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Greenwood,United States,Mark Hamilton,0.0,46142.0,Global,356.0,0.25,5.0,Central,1425.0,Consumer,2017-12-10,Same Day,Indiana,Chairs,2017,7125.0,84796.0
2017-05-26,CA-2017-119186,Office Star Flex Back Scooter Chair with White Frame,Furniture,Fort Worth,United States,Maurice Satty,0.3,76106.0,Office Star,-89.0,-0.23,5.0,Central,388.0,Consumer,2017-05-26,Same Day,Texas,Chairs,2017,1940.0,86736.0
2017-11-18,CA-2017-115378,Novimex Swivel Fabric Task Chair,Furniture,Taylor,United States,Ashley Jarboe,0.0,48180.0,Novimex,33.0,0.11,2.0,Central,302.0,Consumer,2017-11-23,Second Class,Michigan,Chairs,2017,604.0,87340.0
2017-10-20,CA-2017-133697,Office Star - Ergonomically Designed Knee Chair,Furniture,Houston,United States,Chuck Magee,0.3,77095.0,Office Star,-15.0,-0.26,1.0,Central,57.0,Consumer,2017-10-24,Second Class,Texas,Chairs,2017,57.0,87397.0
2017-06-25,CA-2017-101693,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Houston,United States,Logan Currie,0.3,77070.0,Global,-6.0,-0.07,2.0,Central,85.0,Consumer,2017-06-27,Second Class,Texas,Chairs,2017,170.0,87567.0
2017-12-01,CA-2017-130393,"Global Push Button Manager's Chair, Indigo",Furniture,San Angelo,United States,John Murray,0.3,76903.0,Global,-1.0,-0.01,2.0,Central,85.0,Consumer,2017-12-03,Second Class,Texas,Chairs,2017,170.0,87737.0
2017-12-01,CA-2017-130393,"Situations Contoured Folding Chairs, 4/Set",Furniture,San Angelo,United States,John Murray,0.3,76903.0,Other,-18.0,-0.07,5.0,Central,248.0,Consumer,2017-12-03,Second Class,Texas,Chairs,2017,1240.0,88977.0
2017-09-10,CA-2017-146206,KI Adjustable-Height Table,Furniture,Houston,United States,Kean Thornton,0.3,77095.0,KI,-34.0,-0.11,5.0,Central,301.0,Consumer,2017-09-14,Second Class,Texas,Tables,2017,1505.0,90482.0
2017-04-28,CA-2017-167605,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Saint Charles,United States,Rob Beeghly,0.6,60174.0,Eldon,-32.0,-1.05,2.0,Central,30.0,Consumer,2017-04-30,Second Class,Illinois,Furnishings,2017,60.0,90542.0
2017-06-25,CA-2017-101693,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Houston,United States,Logan Currie,0.6,77070.0,Eldon,-26.0,-0.8,2.0,Central,33.0,Consumer,2017-06-27,Second Class,Texas,Furnishings,2017,66.0,90608.0
